1980-01-01,-4.018375,-0.302833,0.780458,-5.584292,-2.804917,-1.856208,-1.689125,-6.992292,9.620292,-7.091125,0.475042,-1.552708,7.529083,-0.402042,-2.366625,0.682333,2.616708,-5.435542,-4.084708,-6.580083,1.899167,-7.357375,-3.379875,12.700625,-1.352167,-4.345833,-2.631750,-3.736292
1980-01-02,-5.745625,0.722083,-1.728875,-7.241542,-4.050542,-2.717250,-3.308667,-4.647958,7.840500,-8.353167,-0.647500,-2.186167,8.019667,-2.202917,-4.733500,1.962083,2.277042,-5.531750,-1.768250,-5.476458,1.189500,-11.292000,-3.825958,11.473708,-3.642917,-8.267708,-4.500292,-5.614708
1980-01-03,-6.675083,-0.664333,-0.556333,-6.801917,-6.060500,-4.848250,-6.023208,-4.594542,6.777542,-7.681458,-0.521833,2.428583,7.627208,-3.095625,-5.290000,9.018750,0.594000,-3.700125,-2.569958,-6.547042,0.021958,-14.353292,-5.444208,10.272000,-2.932333,-12.202208,-6.182917,-6.848417
1980-01-04,-9.074458,1.666458,-6.095167,-3.043583,-9.896875,-3.880875,-4.774375,-6.832875,7.536292,-10.929583,3.546292,4.758708,2.080625,-6.319917,-9.005750,5.388792,0.463000,-8.269292,-0.995125,-9.561250,1.624042,-13.551250,-7.687750,9.838833,-5.626417,-13.986083,-7.270625,-9.518417
1980-01-05,-4.350167,2.396125,-7.541958,-0.857417,-6.841417,-0.417708,-1.341292,-7.947583,7.225708,-10.954125,3.775542,4.345083,1.823250,-2.799333,-9.387875,5.617292,2.074000,-11.377042,0.545958,-12.408292,2.755583,-9.892917,-8.413917,10.725333,-9.535958,-5.717333,-4.105292,-10.787500
1980-01-06,-3.843625,2.998708,-4.340042,-2.030750,-4.571417,-0.227500,-1.067958,-6.773625,6.048167,-8.007833,3.679625,3.986750,5.275833,-1.195208,-8.699333,4.328458,3.937625,-8.737833,0.600333,-7.796125,4.064250,-7.280375,-7.464042,9.025458,-10.134875,-4.761875,-2.562167,-9.643292
1980-01-07,-4.432583,2.649167,-2.293000,-2.460458,-4.612500,-1.129375,-2.757750,-6.087292,6.600500,-7.806292,3.271708,2.534625,7.407917,-3.680542,-6.813875,4.162542,3.550208,-7.632292,-0.049750,-6.320250,2.626875,-9.219458,-7.636750,9.427833,-4.338167,-5.999708,-3.731625,-7.227083
1980-01-08,-5.939125,0.693375,-3.544125,-5.240167,-5.584917,-4.257625,-2.211958,-7.594125,6.427333,-9.580958,1.900042,1.427042,5.480208,-3.965583,-4.698167,5.420208,2.538583,-10.284250,-0.695417,-9.722125,-0.181583,-9.123208,-7.532458,9.814875,-3.933250,-6.217125,-4.230000,-5.535292
1980-01-09,-8.020500,-1.410208,-6.114917,-6.191667,-6.746000,-6.044333,-2.592167,-8.117375,6.727917,-9.533667,1.549833,0.910750,4.126500,-4.078542,-4.976125,4.729125,2.221542,-15.846125,-3.251875,-13.033792,-1.432500,-8.937083,-8.401250,10.368208,-7.405125,-6.553000,-4.539250,-5.649083
1980-01-10,-7.831500,-2.488375,-5.802917,-5.862958,-7.391417,-6.843208,-2.527792,-9.126375,6.120833,-11.705250,0.757042,0.283125,5.086542,-3.362333,-4.821958,2.648875,2.859083,-16.280167,-6.515208,-15.574708,-1.313417,-9.627792,-11.737000,8.474625,-8.547875,-5.620375,-5.544500,-6.081417
1980-01-11,-10.139208,-3.091167,-6.747500,-9.767042,-11.446375,-8.973000,-2.869875,-5.926792,5.518083,-10.035958,-2.140167,-0.050875,5.223917,-4.265875,-8.738417,4.936375,2.451500,-15.313750,-8.398250,-9.973333,-2.746458,-10.070250,-12.762000,8.609792,-9.968042,-7.610708,-6.287792,-9.940042
1980-01-12,-11.112417,-6.452000,-8.735875,-12.902208,-11.782875,-11.059625,-3.335208,-5.018917,2.443458,-9.891708,-3.630750,0.101750,3.629000,-5.788250,-10.965083,3.476375,1.537875,-6.165375,-9.984583,-4.498750,-5.916750,-7.543417,-11.048208,6.270542,-11.170625,-8.252625,-7.528792,-11.452833
1980-01-13,-11.083792,-7.583042,-12.406375,-9.770083,-12.239833,-10.866333,-3.621042,-1.285167,2.812292,-3.952125,-4.425333,-0.737333,1.180667,-8.483708,-12.287542,3.891792,2.145958,-3.867625,-9.923250,-1.949875,-6.800125,-1.521625,-9.498458,3.934292,-13.366792,-3.087625,-9.108792,-11.219958
